No,CPM,logFC,signif,CPM1
161,106.7243018,-2.893221817,FALSE,6.737744915
162,223.8226066,1.386995084,FALSE,7.806211949
163,479.8783967,1.10170038,FALSE,8.906525057
164,97.03322824,-3.03161056,FALSE,6.600406966
165,735.9308846,0.788256344,FALSE,9.523426471
166,258.6077481,-1.339030985,FALSE,8.01462169
167,1816.205582,0.610391768,FALSE,10.8267118
168,594.4322211,1.00047891,FALSE,9.215368509
169,128.2346255,2.545970151,FALSE,7.002642056
170,155.0585056,1.716619717,FALSE,7.276668856
171,105.7712089,-2.89723053,FALSE,6.724803166
172,631.3794403,-0.849839153,FALSE,9.302363472
173,1213.139955,-0.806692376,FALSE,10.24453028
174,112.2138599,-3.207729636,FALSE,6.810107069
175,258.4737591,-1.456229842,FALSE,8.013874012
176,105.1149096,2.865509163,FALSE,6.715823507
177,192.2962649,-1.451749094,FALSE,7.58718693
178,542.4292164,1.216016293,FALSE,9.083291077
179,130.6036858,-1.962032618,FALSE,7.029051802
180,133.9362046,1.958148929,FALSE,7.065402182
181,514.172726,-0.996960421,FALSE,9.006109275
182,96.46345676,-2.977752224,FALSE,6.591910605
183,96.55672795,-2.965644734,FALSE,6.593304883
184,96.55591977,-2.965594842,FALSE,6.593292807
185,441.5815491,-1.437510424,FALSE,8.786536082
186,847.7728403,-0.720072514,FALSE,9.727533938
187,96.6802063,-2.937811137,FALSE,6.595148647
188,96.6802063,-2.937811134,FALSE,6.595148646
189,96.6802063,-2.937811119,FALSE,6.595148646
190,96.68020628,-2.937811072,FALSE,6.595148646
191,96.68020628,-2.93781105,FALSE,6.595148646
192,96.68020628,-2.937811048,FALSE,6.595148646
193,96.68020627,-2.93781104,FALSE,6.595148646
194,96.68020627,-2.937811038,FALSE,6.595148646
195,96.68020627,-2.937811014,FALSE,6.595148646
196,207.17584,-1.666695156,FALSE,7.694711961
197,351.7012953,1.054025531,FALSE,8.458206838
198,96.32526167,-2.966875196,FALSE,6.589842295
199,120.1864976,-2.199692724,FALSE,6.909131015
200,96.35498462,-2.95146151,FALSE,6.590287397
201,285.167136,-1.218091825,FALSE,8.155663918
202,131.7121138,2.173192013,FALSE,7.041244228
203,149.6941315,1.878342757,FALSE,7.225873854
204,102.8140036,2.824679836,FALSE,6.683892968
205,254.9991451,-1.288107132,FALSE,7.9943486
206,204.7807525,1.480224612,FALSE,7.677936311
207,298.8354369,1.147120551,FALSE,8.223207427
208,218.2641862,-1.189393258,FALSE,7.769931615
209,102.6005978,2.813982405,FALSE,6.680895327
210,165.5120053,-1.558504823,FALSE,7.370792056
211,3163.444735,0.992203107,FALSE,11.62728068
212,102.6154909,2.80933116,FALSE,6.681104728
213,102.6055585,2.809987408,FALSE,6.680965078
214,122.1761341,2.26677142,FALSE,6.932818687
215,119.8070568,-2.159463993,FALSE,6.904569077
216,102.3779104,2.820121451,FALSE,6.677760655
217,102.8789536,2.829415455,FALSE,6.684804064
218,104.42153,-2.805508343,FALSE,6.706275393
219,104.4273709,-2.803622746,FALSE,6.706356088
220,102.2904127,2.810440186,FALSE,6.676527122
221,418.0581092,-1.746223161,FALSE,8.707559677
222,124.2294835,-2.354289726,FALSE,6.9568638
223,138.8301431,-2.601171645,FALSE,7.117177033
224,119.3384907,-2.169669636,FALSE,6.898915626
225,104.5005068,-2.779139513,FALSE,6.707366128
226,102.0230185,2.800231132,FALSE,6.672750881
227,131.8443994,1.941367353,FALSE,7.042692478
228,316.7376543,1.144058076,FALSE,8.307144577
229,623.4285843,1.018750732,FALSE,9.284080494
230,2856.626071,-0.492017293,FALSE,11.48009649
231,104.696614,-2.800699498,FALSE,6.710070974
232,300.9937407,-1.73931875,FALSE,8.233589675
233,102.0099393,2.786161912,FALSE,6.672565917
234,121.977175,-2.166941719,FALSE,6.930467399
235,444.3419075,-0.955169737,FALSE,8.795526403
236,145.121572,-1.745919752,FALSE,7.181118179
237,1157.539831,-0.711122172,FALSE,10.17684612
238,143.8110093,1.719047111,FALSE,7.168030313
239,140.8802465,2.098862084,FALSE,7.138325529
240,116.5931854,2.114731615,FALSE,6.865339659
241,149.7488895,-1.827493038,FALSE,7.226401494
242,152.7247292,1.579936915,FALSE,7.254789872
243,174.3285063,-2.233221367,FALSE,7.445664689
244,234.8768185,1.484383193,FALSE,7.875760521
245,119.3384753,-2.100023068,FALSE,6.89891544
246,125.2070892,1.912391577,FALSE,6.968172439
247,217.7203349,-1.195453705,FALSE,7.76633235
248,101.4723385,2.742264672,FALSE,6.66494269
249,117.9454069,2.16294855,FALSE,6.881975427
250,101.5231583,2.726193173,FALSE,6.665665046
251,309.5844537,1.057624475,FALSE,8.274189216
252,1955.981639,-0.660473071,FALSE,10.93367711
253,101.5450847,2.719453509,FALSE,6.665976597
254,1840.415472,-0.482101793,FALSE,10.84581577
255,186.5517391,1.4209615,FALSE,7.543432
256,102.3231889,-2.751227113,FALSE,6.676989321
257,223.9721614,-1.26353326,FALSE,7.807175614
258,100.3888381,2.781317942,FALSE,6.649455059
259,534.7092845,0.931072226,FALSE,9.062610917
260,101.8048718,2.73417774,FALSE,6.669662792
261,101.7873518,2.721636484,FALSE,6.669414492
262,185.6136772,1.648585048,FALSE,7.536159211
263,563.8395965,0.760823534,FALSE,9.139140987
264,144.5169409,1.838102371,FALSE,7.175094812
265,93.28883144,2.746333553,FALSE,6.543632467
266,93.28846431,2.746307953,FALSE,6.543626789
267,149.2974568,1.927477603,FALSE,7.22204578
268,132.7395207,-1.834026325,FALSE,7.05245416
269,93.22485848,2.741700755,FALSE,6.542642797
270,93.22337427,2.741596286,FALSE,6.542619828
271,93.21739801,2.741175586,FALSE,6.542527338
272,102.2166229,-2.72434774,FALSE,6.675486022
273,1098.451599,-0.694852793,FALSE,10.10125559
274,669.730037,0.834693935,FALSE,9.387435863
275,102.6084973,-2.693145824,FALSE,6.681006399
276,809.2108725,0.770525124,FALSE,9.660371894
277,93.03181665,2.727368644,FALSE,6.539652294
278,93.03181651,2.727368603,FALSE,6.539652291
279,93.02434821,2.726828498,FALSE,6.539536472
280,92.86237022,2.74585261,FALSE,6.5370222
281,93.01305209,2.725946814,FALSE,6.539361272
282,93.01305205,2.7259468,FALSE,6.539361271
283,137.4813352,-1.954723284,FALSE,7.103091958
284,93.00545104,2.725395707,FALSE,6.53924337
285,121.7539308,-2.174073123,FALSE,6.92782454
286,102.4428865,-2.685873074,FALSE,6.678675998
287,102.1057677,-2.696595066,FALSE,6.673920553
288,656.0857359,0.975121281,FALSE,9.357740545
289,165.477243,-1.438906232,FALSE,7.370489016
290,102.8702146,-2.710690046,FALSE,6.68468151
291,171.4350391,-1.490613055,FALSE,7.421518198
292,759.5215559,1.041306578,FALSE,9.5689471
293,1404.494917,0.804225644,FALSE,10.45583569
294,382.5908915,0.853824951,FALSE,8.579658717
295,92.07061063,2.778905505,FALSE,6.52466881
296,101.8442268,-2.676935298,FALSE,6.670220391
297,146.2308442,-1.695313402,FALSE,7.192103838
298,346.5316368,-1.198190131,FALSE,8.43684326
299,507.2787818,-0.797546923,FALSE,8.986635007
300,133.6582668,1.95693062,FALSE,7.062405261
301,101.3310216,-2.669597771,FALSE,6.6629321
302,93.83667082,-2.711949724,FALSE,6.552079925
303,93.83667082,-2.711949715,FALSE,6.552079925
304,93.83667081,-2.711949684,FALSE,6.552079924
305,143.023505,-1.60935123,FALSE,7.160108454
306,592.0358071,0.967818209,FALSE,9.209540624
307,139.9295279,1.700168108,FALSE,7.128556621
308,590.6419906,-0.752759027,FALSE,9.206140116
309,154.1889377,1.68355008,FALSE,7.268555452
310,287.0412722,1.029131147,FALSE,8.165114379
311,200.0627778,1.7234091,FALSE,7.644308965
312,92.23261222,2.697982487,FALSE,6.527205053
313,219.797805,2.227096381,FALSE,7.780033169
314,596.0336926,0.899003331,FALSE,9.219250076
315,101.4399026,-2.633557191,FALSE,6.664481455
316,2414.098269,0.840729476,FALSE,11.23726869
317,101.4454927,-2.631655137,FALSE,6.664560956
318,101.4462873,-2.630949961,FALSE,6.664572256
319,101.6109456,-2.660910783,FALSE,6.666912009
320,1248.223765,0.557876984,FALSE,10.28566087
321,572.7543365,0.881953127,FALSE,9.161772666
322,102.2213082,-2.666669863,FALSE,6.675552149
323,697.9293962,0.627205294,FALSE,9.446937288
324,92.02911789,2.682496929,FALSE,6.524018495
325,437.1013385,-0.929596257,FALSE,8.771823986
326,819.1476925,0.785585801,FALSE,9.677979783
327,377.9571572,-1.04275016,FALSE,8.562078899
328,92.10058016,2.658363955,FALSE,6.525138339
329,93.2878743,-2.674327039,FALSE,6.543617664
330,93.28554521,-2.674163861,FALSE,6.543581645
331,93.28529032,-2.674145995,FALSE,6.543577703
332,93.28293249,-2.673980806,FALSE,6.543541237
333,235.0873467,-1.163486226,FALSE,7.87705308
334,534.9217402,-0.806359514,FALSE,9.063184028
335,315.282016,1.355971274,FALSE,8.300499069
336,782.1798466,0.976151277,FALSE,9.611356554
337,93.22424755,-2.669700617,FALSE,6.542633342
338,93.2242475,-2.669700601,FALSE,6.542633342
339,93.2200048,-2.66940073,FALSE,6.542567682
340,93.21629716,-2.6691386,FALSE,6.542510301
341,365.5364928,1.172140189,FALSE,8.513871632
342,101.5442288,-2.59738516,FALSE,6.665964436
343,101.5442421,-2.597372814,FALSE,6.665964626
344,176.3043188,1.29356295,FALSE,7.461924006
345,140.9791249,2.200333732,FALSE,7.139337745
346,140.7681808,2.143416067,FALSE,7.137177454
347,91.74452877,2.674454974,FALSE,6.51955022
348,93.15903362,-2.66490556,FALSE,6.541623769
349,93.15903361,-2.664905557,FALSE,6.541623769
350,93.15903353,-2.664905534,FALSE,6.541623767
351,93.15533186,-2.664641612,FALSE,6.541566441
352,93.15077199,-2.664316353,FALSE,6.54149582
353,91.79342237,2.663685569,FALSE,6.520318873
354,93.13159443,-2.662870416,FALSE,6.541198773
355,193.807776,1.457759317,FALSE,7.598482645
356,93.10214894,-2.660700289,FALSE,6.540742563
357,93.08362789,-2.659287466,FALSE,6.540455535
358,675.2358731,-0.746325226,FALSE,9.399247742
359,93.07614073,-2.658748021,FALSE,6.540339488
360,91.73911522,2.656013616,FALSE,6.519465088
361,117.0132692,-2.019314322,FALSE,6.870528329
362,117.0568311,-2.035907083,FALSE,6.871065318
363,113.7623515,1.987542118,FALSE,6.829879381
364,91.4415453,2.686032569,FALSE,6.514777879
365,98.84154837,2.612416212,FALSE,6.627045706
366,92.73007517,-2.674477631,FALSE,6.534965419
367,91.54872723,2.658634107,FALSE,6.516467924
368,169.2615309,1.588532042,FALSE,7.40311031
369,91.54421062,2.658250565,FALSE,6.516396746
370,118.1583365,-2.04314903,FALSE,6.88457761
371,308.3996633,0.958641658,FALSE,8.26865738
372,92.91839802,-2.646696911,FALSE,6.537892376
373,92.91839791,-2.646696879,FALSE,6.537892374
374,2334.125207,1.202687569,FALSE,11.18866624
375,92.91078272,-2.646135827,FALSE,6.537774133
376,92.68274499,-2.669712049,FALSE,6.534228868
377,127.3454292,1.748300187,FALSE,6.992603368
378,729.7581246,-0.777085718,FALSE,9.511274557
379,555.0890906,0.717486755,FALSE,9.116575529
380,92.6003706,-2.661357739,FALSE,6.532946062
381,101.9251707,-2.595179224,FALSE,6.671366562
382,91.45263046,2.635161579,FALSE,6.514952762
383,398.649046,-0.848390371,FALSE,8.638975406
384,92.51478199,-2.661000635,FALSE,6.531611992
385,783.9139324,0.666372094,FALSE,9.614551456
386,101.9322684,-2.592722097,FALSE,6.671467023
387,92.4598802,-2.664583553,FALSE,6.530755588
388,92.59072309,-2.646499192,FALSE,6.532795748
389,133.233804,-1.805667622,FALSE,7.057816359
390,92.29776357,-2.661528052,FALSE,6.528223786
391,225.2206801,1.07413615,FALSE,7.815195494
392,117.6108755,-2.012880193,FALSE,6.877877663
393,519.5773796,0.724747396,FALSE,9.021194812
394,130.5289771,1.877528247,FALSE,7.028226307
395,166.8522885,1.629546563,FALSE,7.382427664
396,144.6823039,2.207941703,FALSE,7.176744666
397,113.1058563,1.96381901,FALSE,6.821529819
398,204.5523749,1.71999737,FALSE,7.676326477
399,98.48220724,2.546338155,FALSE,6.621791192
400,91.1307862,2.614628022,FALSE,6.509866609
401,98.67560955,2.549658215,FALSE,6.624621621
402,98.58638563,2.551484149,FALSE,6.623316525
403,98.53192019,2.529603949,FALSE,6.622519268
404,98.54506955,2.52552145,FALSE,6.622711786
405,200.2549385,-1.210044947,FALSE,7.645694011
406,137.7640756,1.594442793,FALSE,7.106055919
407,187.5579119,-1.319279752,FALSE,7.551192312
408,98.00914564,2.563106405,FALSE,6.614844474
409,98.57193324,2.516200938,FALSE,6.623105016
410,957.3456276,-0.804070389,FALSE,9.90289606
411,129.4638478,1.836618134,FALSE,7.016405477
412,98.43576594,2.518938899,FALSE,6.621110699
413,98.43576647,2.518934419,FALSE,6.621110707
414,98.11050387,2.546683693,FALSE,6.616335697
415,154.6549296,-1.527499629,FALSE,7.27290901
416,272.0764739,1.005037227,FALSE,8.087868404
417,98.44338429,2.516367295,FALSE,6.621222351
418,369.0381237,1.018098598,FALSE,8.527626052
419,98.59013743,2.510033332,FALSE,6.623371427
420,280.350556,-0.986664994,FALSE,8.131088121
421,92.0922332,-2.585667879,FALSE,6.525007584
422,98.10481023,2.541603226,FALSE,6.616251971
423,91.68994418,-2.633169192,FALSE,6.518691614
424,589.1451738,-0.709584918,FALSE,9.202479368
425,223.9085412,-1.007796494,FALSE,7.806765752
426,343.8958396,-0.896676658,FALSE,8.425827852
427,424.4595436,1.052280239,FALSE,8.729483243
428,346.5753373,-0.913916802,FALSE,8.437025184
429,91.89286819,-2.596682498,FALSE,6.521880993
430,354.4263995,-0.930041386,FALSE,8.469342257
431,98.86168389,2.539095311,FALSE,6.627339575
432,91.884132,-2.595398584,FALSE,6.521743831
433,5482.323195,-0.35801593,FALSE,12.42057167
434,802.1762673,1.051855742,FALSE,9.647775474
435,98.76820259,2.522536654,FALSE,6.625974751
436,91.94293531,-2.573568005,FALSE,6.52266682
437,91.74783987,-2.595641443,FALSE,6.519602286
438,98.78645602,2.517884136,FALSE,6.626241352
439,165.0812746,1.616403072,FALSE,7.367032672
440,91.90694032,-2.570612485,FALSE,6.522101905
441,91.75743125,-2.585425577,FALSE,6.519753098
442,91.62762514,-2.596439687,FALSE,6.517710722
443,91.71591159,-2.581398775,FALSE,6.51910014
444,90.99313538,2.513242323,FALSE,6.507685806
445,90.99313539,2.513242323,FALSE,6.507685806
446,90.99313539,2.513242323,FALSE,6.507685806
447,90.9931354,2.513242323,FALSE,6.507685806
448,90.9931354,2.513242323,FALSE,6.507685806
449,90.99313542,2.513242323,FALSE,6.507685807
450,90.99313543,2.513242323,FALSE,6.507685807
451,90.99313543,2.513242323,FALSE,6.507685807
452,90.99313543,2.513242324,FALSE,6.507685807
453,90.99313544,2.513242324,FALSE,6.507685807
454,231.3842274,1.282122673,FALSE,7.854146714
455,98.83754794,2.504172196,FALSE,6.626987314
456,2276.033779,0.515738205,FALSE,11.15230625
457,91.60438251,-2.57200781,FALSE,6.517344716
458,91.60297676,-2.571585439,FALSE,6.517322576
459,193.4791471,1.325860152,FALSE,7.596034273
460,98.92176425,2.501267571,FALSE,6.628216065
461,91.6880503,-2.552314783,FALSE,6.518661815
462,98.94613625,2.501473684,FALSE,6.628571467
463,91.65293056,-2.549361094,FALSE,6.518109106
464,91.45685227,-2.573661122,FALSE,6.515019361
465,552.9666542,-0.940292537,FALSE,9.111048673
466,150.9904936,1.338796532,FALSE,7.23831391
467,114.3271898,2.012787591,FALSE,6.837024743
468,230.7135248,1.41231217,FALSE,7.849958769
469,285.4890645,1.298638018,FALSE,8.157291675
470,159.4488611,-1.415499917,FALSE,7.316949983
471,329.9625051,1.065146599,FALSE,8.366158284
472,155.2148135,1.319394772,FALSE,7.278122442
473,144.2671301,-1.729637237,FALSE,7.172598823
474,263.4871284,-1.336401508,FALSE,8.041588676
475,1394.602165,-0.574602146,FALSE,10.44563791
476,147.9405638,1.481145698,FALSE,7.208873869
477,887.1731894,-0.620084488,FALSE,9.793071957
478,128.8673262,-1.932555259,FALSE,7.00974271
479,844.2878749,0.903451737,FALSE,9.721591185
480,98.35348264,-2.474364874,FALSE,6.619904233
481,164.852332,-1.308387366,FALSE,7.365030486
482,214.1891475,-1.273728985,FALSE,7.742741573
483,588.7653918,-0.738133795,FALSE,9.201549061
484,113.6523079,-1.892121376,FALSE,6.82848317
485,722.3328302,-0.727723115,FALSE,9.496519933
486,98.50088728,-2.470363339,FALSE,6.622064815
487,125.7659221,-1.984675061,FALSE,6.974597248
488,138.6271324,1.620311156,FALSE,7.115065843
489,238.7650791,1.138757596,FALSE,7.899448039
490,150.8865776,1.518140399,FALSE,7.237320664
491,635.2119258,-0.857529465,FALSE,9.311094188
492,98.53279575,-2.468413327,FALSE,6.622532087
493,98.34405477,-2.460966599,FALSE,6.619765934
494,1333.421569,0.585715061,FALSE,10.38091725
495,98.45802346,-2.438315383,FALSE,6.621436873
496,98.45851243,-2.43793844,FALSE,6.621444037
497,98.46110614,-2.435941255,FALSE,6.621482042
498,98.46339621,-2.436427571,FALSE,6.621515597
499,98.59761322,-2.463870049,FALSE,6.623480818
500,98.68342005,-2.438935178,FALSE,6.624735811
501,561.8728185,-0.680508893,FALSE,9.134099799
502,1570.542732,-0.528847361,FALSE,10.61704748
503,1251.547927,0.567607615,FALSE,10.28949782
504,124.3446777,1.64511679,FALSE,6.958200947
505,114.0058504,2.071051892,FALSE,6.832964051
506,90.99313532,-2.444044739,FALSE,6.507685805
507,90.99313532,-2.444044739,FALSE,6.507685805
508,90.99313532,-2.444044739,FALSE,6.507685805
509,90.99313533,-2.444044739,FALSE,6.507685805
510,90.99313533,-2.444044739,FALSE,6.507685805
511,90.99313533,-2.444044739,FALSE,6.507685805
512,90.99313533,-2.444044739,FALSE,6.507685805
513,90.99313534,-2.444044739,FALSE,6.507685805
514,90.99313534,-2.444044739,FALSE,6.507685805
515,90.99313534,-2.444044739,FALSE,6.507685805
516,90.99313534,-2.444044739,FALSE,6.507685805
517,90.99313534,-2.444044739,FALSE,6.507685805
518,90.99313535,-2.444044739,FALSE,6.507685805
519,126.9010186,1.735660399,FALSE,6.987559839
520,169.0010809,-1.257065097,FALSE,7.400888664
521,142.3068672,1.372199213,FALSE,7.152861473
522,160.026943,-1.294266961,FALSE,7.322171016
523,98.51730503,-2.417251581,FALSE,6.622305258
524,98.51730518,-2.417251468,FALSE,6.62230526
525,98.51730516,-2.417251466,FALSE,6.62230526
526,98.51730538,-2.417251397,FALSE,6.622305263
527,98.20127575,-2.443252899,FALSE,6.617669862
528,119.6326594,2.379670896,FALSE,6.902467485
529,98.55814932,-2.455514212,FALSE,6.622903261
530,161.8293861,-1.222935027,FALSE,7.338329796
531,110.8809998,1.862646017,FALSE,6.792868361
532,98.13262133,-2.447396673,FALSE,6.616660893
533,98.53460957,-2.411011241,FALSE,6.622558645
534,98.53460975,-2.41101119,FALSE,6.622558647
535,98.53515537,-2.410581737,FALSE,6.622566636
536,98.53519285,-2.41055228,FALSE,6.622567185
537,98.53525566,-2.410502899,FALSE,6.622568104
538,156.1790139,-1.899727014,FALSE,7.287056798
539,98.67338743,-2.430082512,FALSE,6.624589132
540,98.23722767,-2.423311389,FALSE,6.618197942
541,98.55899938,-2.402142609,FALSE,6.622915704
542,154.4017851,1.625971887,FALSE,7.270545622
543,122.5790041,-1.728972647,FALSE,6.937568079
544,718.1078413,-0.576483993,FALSE,9.488056706
545,176.02207,1.214530293,FALSE,7.459612518
546,98.12539573,-2.427610081,FALSE,6.616554662
547,98.74122563,-2.42711541,FALSE,6.625580648
