ID,Group1,Group2,p,padj,log2
OTU396,0.007070343,0.001049661,0.256466007,0.256466007,-2.751857428
OTU52,0.378042232,0.589765893,0.258264936,0.258264936,0.641594982
OTU19,0.126171983,0.078422169,0.258936744,0.258936744,-0.686058135
OTU400,0.014259744,0.037802087,0.259038424,0.259038424,1.406517815
OTU51,1.004400644,1.493604773,0.259682902,0.259682902,0.572463584
OTU2348,0.011148063,0.005178875,0.260412984,0.260412984,-1.106082551
OTU347,0.000372598,0.014386101,0.261560228,0.261560228,5.270911785
OTU58,0.395986014,0.248083542,0.264905453,0.264905453,-0.674623446
OTU32,0.593767697,0.841016018,0.265119177,0.265119177,0.50223467
OTU1167,0.020495052,0.002839533,0.265717036,0.265717036,-2.851549847
OTU171,0.038552479,0.013520977,0.265739018,0.265739018,-1.51162417
OTU326,0.005742854,0.010067546,0.265926617,0.265926617,0.809872387
OTU378,0.004363495,0.010150989,0.268073635,0.268073635,1.218064125
OTU381,0.012326727,0.018943889,0.26821932,0.26821932,0.619942783
OTU430,0.066937295,0.03579264,0.268979302,0.268979302,-0.903147274
OTU1217,0.011676822,0.018627147,0.270321204,0.270321204,0.673758984
OTU215,0.025056511,0.006970688,0.272635986,0.272635986,-1.845812529
OTU1008,0.003253179,0.005947601,0.274648854,0.274648854,0.870457861
OTU293,0.013472876,0.023816361,0.27695654,0.27695654,0.821895152
OTU1240,0.009355412,0.005712417,0.2775799,0.2775799,-0.711700006
OTU3221,0.01574422,0.031446214,0.277961395,0.277961395,0.998064096
OTU240,0.009192211,0.017378906,0.279515926,0.279515926,0.918853358
OTU2344,0.010983105,0.035227551,0.279905601,0.279905601,1.68141819
OTU454,0.004058548,0.007811426,0.280332689,0.280332689,0.944622158
OTU820,0.006723896,0.011639351,0.283413744,0.283413744,0.791641339
OTU241,0.006757362,0.016869704,0.283976123,0.283976123,1.319902497
OTU1154,0.292903309,0.113180884,0.2851468,0.2851468,-1.371794187
OTU330,0.009865742,0.037868322,0.289306984,0.289306984,1.940492098
OTU2472,0.026913245,0.045831931,0.289634412,0.289634412,0.768036722
OTU350,0.008734651,0.018611315,0.289841588,0.289841588,1.091358059
OTU249,0.085521574,0.004488299,0.29074512,0.29074512,-4.252047672
OTU455,0.004417864,0.002438364,0.291548669,0.291548669,-0.857435607
OTU534,0.000168083,0.002225488,0.292022789,0.292022789,3.726879699
OTU3660,0.001484509,0.005693843,0.292329878,0.292329878,1.939417174
OTU106,0.021436553,0.037438908,0.293703556,0.293703556,0.804465398
OTU304,0.088149996,0.005821977,0.294795624,0.294795624,-3.920379553
OTU517,0.027943103,0.060432053,0.29509366,0.29509366,1.112821738
OTU267,0.000650232,0.003175743,0.295154445,0.295154445,2.288067315
OTU609,0.006823992,0.004235695,0.295650401,0.295650401,-0.688017439
OTU1073,0.023077442,0.004736962,0.296337614,0.296337614,-2.284449342
OTU339,0.015051137,0.025148963,0.296350148,0.296350148,0.740626464
OTU419,4.12E-05,0.003381666,0.296460331,0.296460331,6.359501973
OTU29,0.083935033,0.114820618,0.298024951,0.298024951,0.452036728
OTU290,0.148017559,0.206240459,0.300083514,0.300083514,0.478559052
OTU3814,0.061162626,0.01670712,0.302241698,0.302241698,-1.872187291
OTU361,0.020931693,0.008961253,0.303838289,0.303838289,-1.22391664
OTU1287,0.036733828,0.023377092,0.304224796,0.304224796,-0.652013731
OTU4217,0.002376996,0.005828942,0.309032874,0.309032874,1.294094843
OTU33,0.055950192,0.073990367,0.310930201,0.310930201,0.403194375
OTU198,0.026726711,0.012195156,0.310981201,0.310981201,-1.131974127
OTU434,0.001411699,0.003234471,0.312006341,0.312006341,1.196097324
OTU247,0.02706702,0.010090549,0.313435831,0.313435831,-1.423531399
OTU139,0.025644117,0.057281899,0.314540888,0.314540888,1.159451405
OTU223,0.010157949,0.023442537,0.314644671,0.314644671,1.20651961
OTU218,0.00045644,0.001510119,0.314906399,0.314906399,1.726166904
OTU110,0.046166957,0.087542531,0.314994884,0.314994884,0.923123453
OTU237,0.001028052,0.002310823,0.315961461,0.315961461,1.168493551
OTU2493,0.009551078,0.014603517,0.316654822,0.316654822,0.612580373
OTU4167,0.017605354,0.026478528,0.316704495,0.316704495,0.588808723
OTU66,0.090965506,0.179143322,0.31962669,0.31962669,0.977722787
OTU2999,0.011875205,0.017760172,0.320698269,0.320698269,0.58069314
OTU320,0.011297617,0.005589922,0.321105967,0.321105967,-1.015118516
OTU69,0.09747602,0.135347883,0.321539203,0.321539203,0.47355307
OTU204,0.00475152,0.017382287,0.323092265,0.323092265,1.871156817
OTU5100,0.007885082,0.012069673,0.323141469,0.323141469,0.614188839
OTU556,0.00054876,0.00183109,0.323341236,0.323341236,1.738454742
OTU552,0.006742497,0.004234672,0.324075436,0.324075436,-0.671032653
OTU27,0.042727107,0.099221276,0.324259126,0.324259126,1.215497893
OTU14,0.23795433,0.358334729,0.32582071,0.32582071,0.590623168
OTU2129,0.013211929,0.025661274,0.325967654,0.325967654,0.957751728
OTU1721,0.010521196,0.00353655,0.326035634,0.326035634,-1.572883979
OTU1682,0.017438709,0.026088282,0.327082217,0.327082217,0.581108719
OTU174,0.056886211,0.020177819,0.328626771,0.328626771,-1.495308757
OTU173,0.002033684,0.004367674,0.329353071,0.329353071,1.102769904
OTU3262,0.008250235,0.004770007,0.330302127,0.330302127,-0.790443937
OTU357,0.024976004,0.011260963,0.33108928,0.33108928,-1.149212466
OTU193,0.011914734,0.018902802,0.331542288,0.331542288,0.665853398
OTU439,0.11287635,0.020722362,0.331572053,0.331572053,-2.445482867
OTU165,0.178257093,0.281565046,0.332611634,0.332611634,0.659508762
OTU23,0.248892899,0.35097425,0.333618787,0.333618787,0.495840117
OTU358,0.001451987,0.010366009,0.335600605,0.335600605,2.835760019
OTU36,0.235796191,0.149698083,0.337618705,0.337618705,-0.655484668
OTU719,0.015584379,0.025977012,0.338144869,0.338144869,0.737134855
OTU292,0.01005257,0.006489805,0.340685068,0.340685068,-0.631317378
OTU349,0.043416202,0.004698981,0.34082939,0.34082939,-3.207813744
OTU43,0.848078182,0.630901792,0.343599334,0.343599334,-0.426781821
OTU3012,0.106168697,0.033091887,0.347036778,0.347036778,-1.681808999
OTU1874,0.023363071,0.013347777,0.347567158,0.347567158,-0.807630449
OTU451,0.00133318,0.015914534,0.351602326,0.351602326,3.577401929
OTU94,0.859272904,0.474597593,0.35226604,0.35226604,-0.856411619
OTU696,0.013324921,0.022214528,0.354453595,0.354453595,0.737376478
OTU2159,0.0018519,0.003064105,0.354585818,0.354585818,0.72645942
OTU264,0.090675829,0.016463751,0.354694579,0.354694579,-2.461424946
OTU706,0.003032773,0.0120416,0.362306822,0.362306822,1.989317572
OTU404,0.002544515,0.004904554,0.362805439,0.362805439,0.946731254
OTU117,0.165575938,0.236532938,0.362851716,0.362851716,0.514548069
OTU274,0.033468415,0.051644026,0.364119805,0.364119805,0.625801234
OTU255,0.031741479,0.01734959,0.368117174,0.368117174,-0.871467769
OTU1387,0.00441527,0.006355306,0.371858595,0.371858595,0.525459786
OTU944,0.002998073,0.00606775,0.373419501,0.373419501,1.017125926
OTU773,0.008921364,0.005172295,0.374578907,0.374578907,-0.786459714
OTU528,0.014929067,0.007263523,0.377899029,0.377899029,-1.039382651
OTU3937,0.023419675,0.03266595,0.377960512,0.377960512,0.480066531
OTU155,0.048778266,0.07420635,0.378351294,0.378351294,0.605304166
OTU156,0.04639303,0.018982356,0.378632529,0.378632529,-1.289248999
OTU485,0.008008937,0.005056245,0.37927776,0.37927776,-0.663544434
OTU197,0.050330282,0.021796709,0.381571856,0.381571856,-1.20731634
OTU75,0.020984991,0.043976779,0.381620002,0.381620002,1.067384052
OTU4591,0.000717644,0.001522153,0.383087757,0.383087757,1.084773523
OTU407,0.005163187,0.016776713,0.38309796,0.38309796,1.700126199
OTU136,0.176512414,0.115505168,0.38326475,0.38326475,-0.611812245
OTU73,0.162039817,0.113383904,0.383661428,0.383661428,-0.515132507
OTU806,0.036145929,0.052557244,0.384399602,0.384399602,0.540056453
OTU3,7.224539651,4.206472011,0.385406658,0.385406658,-0.780294917
OTU2796,0.004031954,0.01380726,0.385433958,0.385433958,1.775876093
OTU688,0.001580114,0.003305114,0.386654987,0.386654987,1.064671311
OTU365,0.002495725,0.001148564,0.387880378,0.387880378,-1.119628222
OTU318,0.012001707,0.005253578,0.388090226,0.388090226,-1.191867399
OTU141,0.181280251,0.28620049,0.389241311,0.389241311,0.658804381
OTU219,0.030595611,0.018862936,0.390395449,0.390395449,-0.697770426
OTU2203,0.008628559,0.005595694,0.395887863,0.395887863,-0.624802598
OTU191,0.013863108,0.005651709,0.398031159,0.398031159,-1.294491704
OTU383,0.18637416,0.091072884,0.399092588,0.399092588,-1.033108367
OTU345,0.002630345,0.001438766,0.399596115,0.399596115,-0.870419918
OTU2898,0.00783646,0.014623249,0.399802976,0.399802976,0.899989848
OTU748,0.003385204,0.00591356,0.401776767,0.401776767,0.804784145
OTU25,2.830553537,2.140869402,0.403471571,0.403471571,-0.40288742
OTU4512,0.020309918,0.013323827,0.40483823,0.40483823,-0.608175876
OTU533,0.008071834,0.018299738,0.406111629,0.406111629,1.180854553
OTU987,0.004172012,0.008149584,0.406126074,0.406126074,0.965983231
OTU61,0.022190185,0.029910913,0.409149189,0.409149189,0.430750219
OTU13,1.174950309,0.850247621,0.411064742,0.411064742,-0.466644774
OTU24,0.07657273,0.112701056,0.411452272,0.411452272,0.557598445
OTU301,0.011840737,0.019281458,0.412432468,0.412432468,0.703455256
OTU150,0.040507919,0.05228513,0.413434754,0.413434754,0.36819672
OTU151,0.008952731,0.02039774,0.41441103,0.41441103,1.18800957
OTU333,0.038970806,0.023142477,0.416169402,0.416169402,-0.751850465
OTU316,0.009669313,0.005885471,0.417428529,0.417428529,-0.716255561
OTU5879,0.010384825,0.006403517,0.419177812,0.419177812,-0.69754043
OTU2246,0.021556359,0.041222891,0.421738533,0.421738533,0.935332182
OTU781,0.035687439,0.01301094,0.422543515,0.422543515,-1.455691134
OTU1443,0.001747522,0.002790001,0.422829858,0.422829858,0.674955447
OTU21,2.008886382,1.696508726,0.423357608,0.423357608,-0.24382712
OTU98,0.12471023,0.065122618,0.42613754,0.42613754,-0.937349212
OTU115,0.009539935,0.005426086,0.430354635,0.430354635,-0.814067535
OTU259,0.075840212,0.057731241,0.431731791,0.431731791,-0.393610743
OTU26,1.864490415,1.006073211,0.432964148,0.432964148,-0.890046088
OTU38,0.603918857,0.752653435,0.433708575,0.433708575,0.317630998
OTU812,0.017354937,0.024321642,0.435508617,0.435508617,0.486894476
OTU618,0.001736257,0.002861952,0.438369673,0.438369673,0.721018825
OTU563,0.001825005,0.003114644,0.439581163,0.439581163,0.771167378
OTU5345,0.080930122,0.224226405,0.439621068,0.439621068,1.470207503
OTU499,0.011137803,0.008059338,0.440696071,0.440696071,-0.466731448
OTU55,0.120013366,0.063813874,0.44128071,0.44128071,-0.91125305
OTU133,0.484136411,0.607451298,0.441868771,0.441868771,0.327355145
OTU540,0.009843852,0.0057153,0.450910127,0.450910127,-0.784393781
OTU568,0.017569662,0.023953382,0.452958075,0.452958075,0.447142922
OTU79,0.187167307,0.142294007,0.453069901,0.453069901,-0.395453562
OTU148,0.011104089,0.015708117,0.455521224,0.455521224,0.500419158
OTU391,0.017571159,0.010445341,0.456275011,0.456275011,-0.750349717
OTU163,0.004802611,0.007059835,0.456926686,0.456926686,0.555815608
OTU168,0.005745839,0.003871661,0.45742189,0.45742189,-0.5695648
OTU4,3.47515384,2.477500998,0.458798475,0.458798475,-0.488191207
OTU334,0.023626545,0.081606624,0.459868091,0.459868091,1.788277592
OTU1272,0.015504158,0.007379703,0.459995167,0.459995167,-1.071020515
OTU166,0.003797937,0.008182329,0.463268315,0.463268315,1.107295673
OTU412,0.004143917,0.001496257,0.464191002,0.464191002,-1.469637198
OTU4723,0.001744089,0.002974073,0.465463017,0.465463017,0.769966383
OTU232,0.026568954,0.058227922,0.46556562,0.46556562,1.131969714
OTU180,0.0476055,0.033545559,0.472816511,0.472816511,-0.505006465
OTU673,0.03028196,0.019015929,0.47300562,0.47300562,-0.67125019
OTU230,0.010264487,0.014827775,0.474398456,0.474398456,0.530640583
OTU2647,0.118816308,0.096431408,0.474580474,0.474580474,-0.301157845
OTU296,0.013019788,0.017906846,0.476929546,0.476929546,0.459805273
OTU39,0.292009308,0.209652258,0.480802043,0.480802043,-0.478015984
OTU1747,0.003424524,0.005128975,0.481270251,0.481270251,0.58276718
OTU3366,0.08270482,0.060111701,0.481660628,0.481660628,-0.460325561
OTU6,7.360074588,10.81297089,0.482098349,0.482098349,0.55497067
OTU118,0.267322732,0.458705294,0.483659097,0.483659097,0.778985034
OTU669,0.000454518,0.000824178,0.485691344,0.485691344,0.858618306
OTU389,0.002695599,0.003658077,0.485935122,0.485935122,0.440479374
OTU5035,0.004540323,0.003071568,0.486030345,0.486030345,-0.563819597
OTU352,0.000558002,0.000971433,0.48649002,0.48649002,0.799843624
OTU192,0.001552211,0.003046483,0.488126598,0.488126598,0.972820068
OTU74,0.016302533,0.009987011,0.492407808,0.492407808,-0.706971201
OTU37,1.691500055,0.84455768,0.492777061,0.492777061,-1.002035362
OTU2236,0.016475431,0.010453015,0.493231164,0.493231164,-0.656397162
OTU3849,0.01297466,0.008743175,0.493858817,0.493858817,-0.569467596
OTU184,0.118360421,0.065539393,0.493886131,0.493886131,-0.852752526
OTU744,0.003572306,0.006859923,0.495782871,0.495782871,0.941336654
OTU307,0.045374603,0.033060243,0.497891146,0.497891146,-0.456787667
OTU362,0.027945501,0.013154043,0.498492967,0.498492967,-1.087109802
OTU95,0.141298474,0.089891579,0.501415367,0.501415367,-0.652488006
OTU317,0.018277895,0.011361993,0.501580035,0.501580035,-0.685883995
OTU48,1.536611189,2.254544016,0.502232359,0.502232359,0.553083512
OTU183,0.028119868,0.01653872,0.505109339,0.505109339,-0.765742224
OTU1461,0.000615154,0.000384115,0.506495698,0.506495698,-0.679409754
OTU60,0.453680555,0.666932326,0.507055188,0.507055188,0.555863553
OTU601,0.009161112,0.013828406,0.508939858,0.508939858,0.594040203
OTU172,0.024340506,0.019288373,0.50940183,0.50940183,-0.335627691
OTU472,0.025751647,0.014269478,0.509823217,0.509823217,-0.851732171
OTU471,0.050814966,0.068049599,0.513067284,0.513067284,0.421333195
OTU4714,0.012644128,0.016648992,0.513759288,0.513759288,0.396967331
OTU248,0.000525011,0.000237048,0.516418716,0.516418716,-1.147171402
OTU937,0.016700078,0.01238049,0.518060235,0.518060235,-0.431786452
OTU12,0.737786154,1.078457386,0.520177796,0.520177796,0.547694551
OTU159,0.040750864,0.027809527,0.52108653,0.52108653,-0.551251461
OTU123,0.015446201,0.028072138,0.521238149,0.521238149,0.861886915
OTU5851,0.015968086,0.025452539,0.521390491,0.521390491,0.672618205
OTU376,0.006614912,0.009054908,0.523021027,0.523021027,0.452977904
OTU280,0.015468289,0.012240301,0.523456621,0.523456621,-0.337674606
OTU512,0.007883173,0.00517829,0.52609337,0.52609337,-0.606300762
OTU63,0.022201048,0.016198408,0.52661196,0.52661196,-0.454775787
OTU5804,0.011147886,0.014881423,0.534817197,0.534817197,0.416742272
OTU337,0.002294774,0.00573232,0.537516232,0.537516232,1.320767202
OTU1843,0.005069533,0.007903046,0.538257534,0.538257534,0.640556047
OTU435,0.004912312,0.007779571,0.538898224,0.538898224,0.663288475
OTU992,0.009130263,0.012635212,0.539555173,0.539555173,0.468721521
OTU375,0.01152234,0.015370169,0.54022854,0.54022854,0.415699276
OTU262,0.008447132,0.006170157,0.540567239,0.540567239,-0.453154374
OTU224,0.00509518,0.002724313,0.541484492,0.541484492,-0.903240384
OTU353,0.076390597,0.037072592,0.54164969,0.54164969,-1.04304209
OTU1327,0.00676903,0.004611366,0.543005938,0.543005938,-0.553755042
OTU355,0.01025564,0.015903815,0.543247129,0.543247129,0.632955334
OTU7,6.236391473,7.667177983,0.544343791,0.544343791,0.297984178
OTU431,0.013917614,0.009826241,0.551062585,0.551062585,-0.502200327
OTU119,0.26016008,0.212908102,0.551315527,0.551315527,-0.289168758
OTU1110,0.002649132,0.004387206,0.552573114,0.552573114,0.727782772
OTU2243,0.714728665,0.448104217,0.552881868,0.552881868,-0.673561346
OTU161,0.05216834,0.071759039,0.555067873,0.555067873,0.459986021
OTU127,0.05263282,0.069003799,0.562245988,0.562245988,0.390713117
OTU4670,0.029600479,0.023401665,0.563519186,0.563519186,-0.339009343
OTU11,0.100330174,0.128810724,0.565798102,0.565798102,0.36049715
OTU4824,0.01122058,0.007396777,0.567387348,0.567387348,-0.601178414
OTU2677,0.197510643,0.32982601,0.571890052,0.571890052,0.739774776
OTU113,0.076574164,0.058042574,0.573260618,0.573260618,-0.3997462
OTU300,0.032074432,0.020809266,0.576595666,0.576595666,-0.62419768
OTU432,0.004053535,0.006503358,0.576662571,0.576662571,0.682004244
OTU561,0.032641791,0.01745594,0.584600801,0.584600801,-0.903002169
OTU211,0.009797351,0.006600624,0.588958636,0.588958636,-0.569789305
OTU1179,0.023463036,0.017164264,0.590238166,0.590238166,-0.450981701
OTU34,0.070293452,0.08996422,0.592027612,0.592027612,0.355961047
OTU725,0.020964476,0.013262205,0.595724963,0.595724963,-0.660626113
OTU291,0.007327891,0.010035398,0.600272162,0.600272162,0.453627786
OTU514,0.006899115,0.008552593,0.601877363,0.601877363,0.309950604
OTU199,0.072937714,0.091211405,0.602855149,0.602855149,0.322549245
OTU179,0.018653897,0.023670678,0.604170935,0.604170935,0.34362398
OTU3693,0.020902626,0.01198745,0.604369295,0.604369295,-0.802159376
OTU319,0.009606507,0.012291269,0.60538652,0.60538652,0.355549974
OTU369,0.014021294,0.009579802,0.607524409,0.607524409,-0.549551815
OTU3186,0.00709619,0.005174365,0.608095679,0.608095679,-0.455662872
OTU164,0.01113196,0.01412786,0.610483554,0.610483554,0.343835328
OTU402,0.016766371,0.021347659,0.614537418,0.614537418,0.348507415
OTU102,0.102441657,0.080485872,0.615081014,0.615081014,-0.347995019
OTU538,0.121980505,0.095663946,0.615677704,0.615677704,-0.350603379
OTU5612,0.01614006,0.019093952,0.620863499,0.620863499,0.242469771
OTU2187,0.079931611,0.092601495,0.621520265,0.621520265,0.212269321
OTU286,0.019753338,0.028091715,0.623686863,0.623686863,0.508048287
OTU76,0.141562538,0.164625345,0.623972834,0.623972834,0.217746935
OTU1374,0.003448505,0.002482242,0.627056606,0.627056606,-0.474327637
OTU1703,0.2351463,0.169688224,0.628387984,0.628387984,-0.470672182
OTU64,0.042211064,0.058871437,0.629667158,0.629667158,0.479946647
OTU294,0.031085382,0.024052623,0.631599563,0.631599563,-0.370042082
OTU3603,0.007234991,0.009590563,0.632255034,0.632255034,0.40662434
OTU323,0.021421844,0.016542037,0.637133806,0.637133806,-0.372945793
OTU266,0.217470626,0.187803005,0.639548847,0.639548847,-0.211600397
OTU458,0.011869849,0.009893189,0.643607041,0.643607041,-0.262794122
OTU149,0.0478494,0.037502673,0.644576587,0.644576587,-0.351507396
OTU196,0.026237894,0.01908612,0.644601756,0.644601756,-0.459128099
OTU785,0.011047913,0.013410482,0.653460777,0.653460777,0.27958726
OTU1962,0.389129133,0.448438263,0.659801292,0.659801292,0.204660389
OTU244,0.09444962,0.072325195,0.662524899,0.662524899,-0.385046686
OTU520,0.011262066,0.008016873,0.669786646,0.669786646,-0.490360044
OTU842,0.022113647,0.028818349,0.671242231,0.671242231,0.38205071
OTU667,0.01019451,0.006297464,0.677025801,0.677025801,-0.694949542
OTU380,0.01471764,0.017398624,0.679912908,0.679912908,0.241426803
OTU245,0.029930422,0.033761141,0.68643015,0.68643015,0.173751037
OTU216,0.027240381,0.020946451,0.687912049,0.687912049,-0.379041009
OTU1241,0.01237655,0.009709059,0.690169664,0.690169664,-0.350205929
OTU405,0.014658685,0.010630844,0.691660244,0.691660244,-0.463499538
OTU103,0.014892919,0.011621693,0.693479391,0.693479391,-0.357806344
OTU492,0.006432774,0.008205029,0.695332122,0.695332122,0.35106739
OTU1824,0.133337717,0.107768801,0.701201116,0.701201116,-0.30714535
OTU299,0.00194115,0.00153081,0.703406673,0.703406673,-0.342616269
OTU132,0.015479373,0.018141708,0.715317278,0.715317278,0.228963248
OTU8,3.311119087,4.190900498,0.717530868,0.717530868,0.339941369
OTU341,0.015717374,0.012010139,0.719385044,0.719385044,-0.388107282
OTU360,0.028057787,0.021537794,0.723678899,0.723678899,-0.381530779
OTU10,2.677229484,2.430922639,0.735393725,0.735393725,-0.139236825
